"month","day","data","median","LB","UB"
3,30,1,1,1,1
4,6,0,0.9252533882049,0,13.9745301695653
4,13,0,1.05678056657922,0,12.8445491404633
4,20,2,1.62277895214196,0,13.2499840909184
4,27,0,2.24710559378683,0,13.9072645246362
5,4,4,2.57995399257659,0,14.720616400403
5,11,1,3.34806208017535,0,15.6303076972117
5,18,0,3.90949525085231,0,16.5747433653898
5,25,17,4.86034413049695,0,17.7248116560082
6,1,0,5.52294124490511,0,19.6087603818738
6,8,NA,5.66189987966435,0,23.7022963547635
6,15,NA,5.54133073570966,0,31.6178136526245
6,22,NA,5.3184525003534,0,43.7399722226774
6,29,NA,4.72758843521559,0,62.9331003630596
