"month","day","data","median","LB","UB"
4,6,4,4,4,4
4,13,15,14.5315335058037,0,37.8603543320175
4,20,12,14.2154894825487,0,35.782424124831
4,27,16,13.5727125959673,0,35.724960806066
5,4,15,12.9949113112466,0,36.0058673973312
5,11,5,12.2699475320671,0,35.1802022805862
5,18,28,15.1255767184738,0,37.0180211435758
5,25,17,11.7356769314198,0,32.7912699058007
6,1,1,9.02078289178647,0,30.8939290210912
6,8,NA,6.77029919861476,0,31.1830056684091
6,15,NA,5.41518420610703,0,32.4695764284834
6,22,NA,4.93078019588984,0,32.1733262846248
6,29,NA,4.08731757400506,0,33.5064513212568
