"month","day","data","median","LB","UB"
5,25,14,14,14,14
6,1,6,8.60367324378301,2.60030621861726,14.2617313778922
6,8,12,7.86361365158808,1.56182097094612,13.6424809593456
6,15,4,5.40500496203208,0,11.1077126365882
6,22,1,2.99636493403651,0,8.51168167720454
6,29,0,1.4751740889184,0,6.88130611973003
7,6,2,0.75522032178425,0,6.11895724549414
7,13,3,0.357698261413641,0,5.8870324798459
7,20,2,0.169621774368794,0,5.56428187810236
7,27,1,0.140222725316429,0,5.65033654773826
8,3,NA,0.0705494398379448,0,5.60668295110952
8,10,NA,-0.00786840952275768,0,5.55422326139332
8,17,NA,0.0238540423707071,0,5.51880389753958
8,24,NA,0.0115747172785218,0,5.46035265342718
