"year","month","day","data","median","LB","UB"
2023,5,25,14,14,14,14
2023,6,1,6,8.64175094879493,2.73929729493378,14.5058291937867
2023,6,8,12,7.88853144316246,1.96851931344703,13.5050383817395
2023,6,15,4,5.37535583590121,0,11.1234957815733
2023,6,22,1,3.01120170821707,0,8.62294748678537
2023,6,29,0,1.45896187641051,0,6.90568400989927
2023,7,6,2,0.809149957476333,0,6.30787830471883
2023,7,13,3,0.359479666008115,0,5.93031670930164
2023,7,20,2,0.179907167206907,0,5.57331155846801
2023,7,27,1,0.104424446435974,0,5.61976340594032
2023,8,3,NA,0.0844887775213532,0,5.39763086532775
2023,8,10,NA,-0.0324769016261536,0,5.44341669905512
2023,8,17,NA,0.0406937035801141,0,5.42405992179318
2023,8,24,NA,0.103213605071874,0,5.3940490116124
