"month","day","data","median","LB","UB"
5,25,17,17,17,17
6,1,20,20.7625608764274,0,106.057992559939
6,8,5,24.279211472763,0,106.894906572519
6,15,33,26.7291684237428,0,109.484203846721
6,22,17,29.6525118942096,0,112.263666199299
6,29,23,33.8348253951618,0,118.28291723943
7,6,18,36.2471257144159,0,124.448285433361
7,13,116,38.5254034073624,0,123.57945112544
7,20,15,37.5916417280841,0,121.366193737736
7,27,9,35.3698632909721,0,124.463606144651
8,3,NA,34.4572753201731,0,131.695788404858
8,10,NA,31.0664048315658,0,142.050836844973
8,17,NA,29.9288484335076,0,157.913731602922
8,24,NA,28.3575377513455,0,182.774322378699
