"year","month","day","data","median","LB","UB"
2023,3,23,9,9,9,9
2023,3,30,0,8.14975499766839,0,43.8169630314227
2023,4,6,19,10.3511612735486,0,46.8077424316376
2023,4,13,0,12.3662237653158,0,48.0847657476998
2023,4,20,9,11.9922440027915,0,49.6398565038368
2023,4,27,0,11.7273369826758,0,48.0106972613778
2023,5,4,45,10.7748457393449,0,48.2882501496572
2023,5,11,0,10.3396257690971,0,45.1920868725256
2023,5,18,7,9.0706757144496,0,45.4353134166521
2023,5,25,0,8.03817510659049,0,46.2724612548343
2023,6,1,NA,7.2002088983319,0,48.884320926873
2023,6,8,NA,7.00672599512844,0,52.5844285476238
2023,6,15,NA,6.36604139848801,0,61.4032128881443
2023,6,22,NA,5.65993110409764,0,73.2322279220556
