"month","day","data","median","LB","UB"
3,23,12,12,12,12
3,30,3,4.65701955504818,0,13.2269859882715
4,6,4,5.23407248923308,0,14.2806687787346
4,13,3,6.07071855788572,0,14.8526467474879
4,20,4,6.33475611466454,0,15.3388299597642
4,27,11,6.77602718335819,0,15.5422742062784
5,4,5,6.89609090379241,0,15.8893898892108
5,11,9,6.85976800319312,0,15.477686985521
5,18,12,6.53114216411929,0,15.4387302453542
5,25,0,6.35743062633795,0,16.0660996728511
6,1,NA,5.96369320232544,0,17.0714237489496
6,8,NA,5.50043065405651,0,18.4551921866887
6,15,NA,5.18092302419332,0,19.8937311889543
6,22,NA,4.66851037228496,0,22.4785425062446
