"month","day","data","median","LB","UB"
3,23,9,9,9,9
3,30,0,8.41961579493524,0,45.0508801674276
4,6,19,9.79217172118513,0,45.6739171696511
4,13,0,12.3635662262534,0,48.3077740801969
4,20,9,12.7484571070802,0,50.0115795096599
4,27,0,12.3163415573031,0,49.1211457623326
5,4,45,11.3823859131532,0,47.8077849752693
5,11,0,10.2488356236993,0,45.170285607958
5,18,7,9.33185437320901,0,46.5917419670915
5,25,0,7.68495919623033,0,45.0738389922248
6,1,NA,7.14604690246362,0,49.5889823952959
6,8,NA,6.64793210509091,0,53.4316962584559
6,15,NA,5.88543973381108,0,62.0862858346771
6,22,NA,5.76265856892933,0,77.5735215379793
