"month","day","data","median","LB","UB"
3,30,2,2,2,2
4,6,0,1.45222120829119,0,10.7361034167583
4,13,0,1.70917260243693,0,11.0417173211745
4,20,0,1.76751972351976,0,11.1632385718112
4,27,4,2.37985162646058,0,11.851918300042
5,4,0,3.11338309648694,0,12.5379666071818
5,11,0,3.91844941370882,0,14.0524121946801
5,18,0,4.9420279338357,0,15.2466152041237
5,25,12,6.21521449888083,0,17.6824299529801
6,1,NA,7.93894008974454,0,21.7961648814888
6,8,NA,9.94344139723735,0,27.9631362595162
6,15,NA,12.1741463860685,0,38.0668943336086
6,22,NA,14.9437137318334,0,53.1189876375785
