"ds","y","prediction","lower.98%","lower.95%","lower.90%","lower.80%","lower.70%","lower.60%","lower.50%","lower.40%","lower.30%","lower.20%","lower.10%","upper.98%","upper.95%","upper.90%","upper.80%","upper.70%","upper.60%","upper.50%","upper.40%","upper.30%","upper.20%","upper.10%"
2023-04-06,0.9375,0.472997349740669,0,0,0,0.0211483828174837,0.0967952128253753,0.142394784947973,0.204459066292466,0.260549549920397,0.279658530205451,0.353312949093447,0.4171437352785,13.3238595487623,3.20441654556917,2.77970470118612,1.61198396150223,1.31050641332707,1.10163063857643,0.937731357740652,0.81358279806152,0.646801575329311,0.617838334310859,0.524983934784231
2023-04-13,0,0.370416041681552,0,0,0,0,0.00881117093703354,0.0707459425755406,0.108274549125287,0.163414530002294,0.240565736662698,0.27486312419693,0.288915473101761,6.54838589160294,2.43147060865883,1.90233708805752,1.23821086579633,1.02554139990459,0.850506651582939,0.752759054638038,0.616660814296583,0.564022807898316,0.482910885893618,0.409883194544628
2023-04-20,0,0.281192270158215,0,0,0,0,0,0.0283248403552627,0.0523051513462782,0.118529432709567,0.134967806889055,0.215549668036321,0.241832753399146,3.62663304965206,1.92240728051746,1.63227098478257,1.08919208518352,0.932715769507621,0.709220613172616,0.53572758507923,0.520081937552367,0.447114812298276,0.418995590849792,0.330161778859753
2023-04-27,0,0.202876506618823,0,0,0,0,0,0,0,0.0391187535838864,0.06514486756299,0.125153485310648,0.160250956590484,2.35348016047347,1.69427363050621,1.28511580238443,0.844217350633285,0.668267357673672,0.586349771135722,0.457890932227458,0.370872702125236,0.322842304140827,0.296730491214599,0.251653996300796
2023-05-04,0,0.133583652380186,0,0,0,0,0,0,0,0.00420249520847249,0,0.0458011895271973,0.105134102108344,2.06407164766298,1.45135464329311,1.06148875028205,0.738746661281565,0.581635286730712,0.443296811475588,0.377138234165675,0.33597975102043,0.276999575906993,0.208560125902567,0.185774298898723
2023-05-11,0,0.0718393208274286,0,0,0,0,0,0,0,0,0,0.00580741105281812,0.0381454594255621,1.73488993670016,0.926240234519718,0.870269977516123,0.600849933785136,0.467345755615913,0.336344838921609,0.302222865619116,0.194703519300731,0.202429440036197,0.138114564217926,0.101612092904314
2023-05-18,0,0.01647376150483,0,0,0,0,0,0,0,0,0,0,0,1.26260825648044,0.910146179810322,0.679548390362438,0.443024610402583,0.364090330748973,0.310338787354214,0.226674330176525,0.166977675523752,0.0987849884061336,0.0795571962585566,0.0500841384177131
2023-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883339010884689,0.839209879963546,0.524851100756644,0.415083039841329,0.256560226084276,0.193699322500152,0.14275530001473,0.0946608064477941,0.0514945564121183,0.0186409125589098,0
2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688674176451485,0.613522197027532,0.393177433162258,0.257473471624459,0.16922375684053,0.107226466528715,0.0858168672749242,0.0288573359821058,0.0104294545903523,0,0
2023-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804795725094277,0.482315064653873,0.341554173862045,0.199734406822324,0.128361032246061,0.0723856568062133,0.0199214932417371,0,0,0,0
2023-06-15,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.503850091596004,0.378514748533398,0.198951077594532,0.11605996949604,0.0496232420282605,0.0122739762710404,0,0,0,0,0
2023-06-22,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.467308221643794,0.250681521115259,0.188775682162606,0.089118131793442,0.00930119498432447,0,0,0,0,0,0
2023-06-29,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.273808533585316,0.22514544516194,0.131821488682579,0,0,0,0,0,0,0,0
2023-07-06,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.282498808103968,0.0940918938637811,0.0482427617513974,0,0,0,0,0,0,0,0
