"ds","y","prediction","lower.98%","lower.95%","lower.90%","lower.80%","lower.70%","lower.60%","lower.50%","lower.40%","lower.30%","lower.20%","lower.10%","upper.98%","upper.95%","upper.90%","upper.80%","upper.70%","upper.60%","upper.50%","upper.40%","upper.30%","upper.20%","upper.10%"
2023-04-06,15,5.13779444150602,0,0,0,0.305593355026699,1.45744413003171,1.74854820111489,2.65865659951434,2.92049649198445,3.67591338134926,4.10198077560636,4.87357599414405,13.4633247261326,12.6550267334823,11.5843110851072,10.001280427495,9.14553910628903,8.17910429542186,7.53862923671194,6.94788013616816,6.6142075704828,5.98411752452826,5.87822959088327
2023-04-13,0,4.32471343493076,0,0,0,0,0.189650337102138,1.42612715850502,2.1745433669226,2.48614322267687,2.89649521989507,3.33188404132893,3.64607014979109,13.0748261726498,11.5737186612064,10.0846728756509,9.13908732854085,8.12201925903513,7.71944477837311,7.17291185181682,6.53538702851212,5.86748289832636,5.10567154255571,4.64364014055459
2023-04-20,0,3.51163242810999,0,0,0,0,0,0.323411646372803,0.908207148044816,1.77324237860806,1.97441385076023,2.64065537103289,3.15904944094257,12.3367203715811,10.4092240043017,9.77263882765976,8.07464580594203,7.53105731092862,6.55735865531559,6.21505440100061,5.43127274270639,4.89994612425728,4.45976503887992,4.09906888864094
2023-04-27,0,2.69855142073184,0,0,0,0,0,0,0.254054130164868,0.614153921222497,1.2471495255611,1.74994993164462,2.11833048912448,11.5161230528267,9.87104147576053,8.8694578535901,7.76812424074423,6.97464704699025,5.62003655245092,5.26803514473419,4.46912036719092,4.06995324912115,3.57437308539662,3.10418643462165
2023-05-04,0,1.88547041375835,0,0,0,0,0,0,0,0,0.489437338856925,0.979272819578507,1.3220617647529,11.2844541950745,9.77160096532796,8.04230145656081,6.58075461212775,5.90676736341419,4.5954049161578,4.39495239034577,3.77228562697783,3.27363764572738,2.94895672228612,2.24584219008948
2023-05-11,0,1.07238940660577,0,0,0,0,0,0,0,0,0,0,0.463304254827811,9.79993733093803,8.82431072011736,7.04993276887037,5.88362349074209,4.91615612059377,4.29467800540514,3.54129319045827,3.23785089631442,2.53665296195845,2.14678286282713,1.58531732305022
2023-05-18,0,0.259308399350186,0,0,0,0,0,0,0,0,0,0,0,8.71179099270839,7.58546857203232,6.59283807774744,5.05674779085344,4.28359359479263,3.17598044943939,3.06506897388392,2.26020633516871,1.65254263779351,1.38631641647872,0.695750916169028
2023-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34072728064018,6.71170558258148,5.89190242813514,4.6204957841483,3.26718757028334,2.53356519707653,1.99409012301856,1.69632082022489,0.861693708261689,0.72109033846555,0
2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16758401778455,6.01146968692306,5.1175679574713,3.425676243419,2.4977838710545,2.13320714628254,1.29649578746391,0.610705212771671,0.167249924799881,0,0
2023-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,6.90526566391701,4.95944703733847,4.35113376161118,2.80775949893179,1.35114348017217,1.11968549741078,0.419443869038289,0,0,0,0
2023-06-15,NA,0,0,0,0,0,0,0,0,0,0,0,0,5.78243930499238,4.70232139335526,3.16042066899297,1.50392714198521,1.02144410566497,0.0709225974074029,0,0,0,0,0
2023-06-22,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.97892537797035,3.3582850745389,2.18306737394077,0.943271745859909,0.134928052947139,0,0,0,0,0,0
2023-06-29,NA,0,0,0,0,0,0,0,0,0,0,0,0,3.87829264627668,3.23779485533351,1.35196236816692,0.268580112785979,0,0,0,0,0,0,0
2023-07-06,NA,0,0,0,0,0,0,0,0,0,0,0,0,3.39227644281893,2.01533826053577,0.147577206735567,0,0,0,0,0,0,0,0
