"ds","y","prediction","lower.98%","lower.95%","lower.90%","lower.80%","lower.70%","lower.60%","lower.50%","lower.40%","lower.30%","lower.20%","lower.10%","upper.98%","upper.95%","upper.90%","upper.80%","upper.70%","upper.60%","upper.50%","upper.40%","upper.30%","upper.20%","upper.10%"
2023-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-15,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.36048136592615e-09,1.77580417037859e-09,1.11809850267264e-09,6.93709756305338e-10,3.17222248469307e-10,1.18159260154016e-10,4.68411975873551e-11,0,0,0,0
2023-06-22,NA,0,0,0,0,0,0,0,0,0,0,0,0,7.0313526112642e-09,5.11272202352586e-09,3.79281206441817e-09,2.52227017050188e-09,1.52393364594161e-09,8.01765542846056e-10,7.04003300100453e-10,2.81042744632032e-10,8.47317771501821e-11,5.19095877393738e-12,0
2023-06-29,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.20252761082185e-08,9.56349666125789e-09,6.14649198205086e-09,4.90125029450894e-09,3.22111937123282e-09,1.98938887585598e-09,1.79425874158312e-09,9.82106618252487e-10,4.17150536335953e-10,1.8797208234389e-10,5.47930589789303e-11
2023-07-06,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.74992140777874e-08,1.53798309643349e-08,9.81105907627011e-09,7.84736409187303e-09,5.51365575418572e-09,3.66372732152342e-09,3.20938786657621e-09,1.95931271207428e-09,9.83172432356128e-10,5.87784931838087e-10,2.32176056158551e-10
