"year","month","day","data","median","LB","UB"
2023,4,20,4,4,4,4
2023,4,27,0,3.01438351252417,0,15.6273176823503
2023,5,4,0,3.1148967611986,0,14.4872525887264
2023,5,11,0,3.08857173796555,0,14.0842175071877
2023,5,18,12,2.5975268747601,0,12.8896691406228
2023,5,25,0,2.04196689945354,0,12.4035368747934
2023,6,1,0,1.60766949765186,0,11.8086614941731
2023,6,8,0,1.50979375706217,0,11.2442964578356
2023,6,15,0,1.28735303634579,0,11.4885576105888
2023,6,22,NA,1.13651233847848,0,11.8793064434507
2023,6,29,NA,1.19126129759947,0,12.3229460822905
2023,7,6,NA,1.0691621389812,0,13.4639572770465
2023,7,13,NA,0.807044112738348,0,14.7111512056544
