time,Rt median,Rt 95%CI LB,Rt 95% CI UB
50.01,140231123.648684,140231109.582869,153311313.491441
51.01,0.000791921808460281,0.000752323641555485,14.8337887002566
52.01,0.000403004719459185,0.000382854169318819,2.18616463914075
53.01,0.00095742866892188,0.000909579751510052,1.45198984439571
54.01,0.00414144372400358,0.00393505858465793,1.44535174401293
55.01,0.0240516597376885,0.0228758625606446,1.46395015510305
56.01,0.15002974612326,0.143600395757152,1.47156456986053
57.01,0.589436198794888,0.576955300303558,1.47125714406868
58.01,0.927495342486864,0.923959095223551,1.47054809096659
59.01,0.991876241272378,0.985728115529818,1.47006786390635
60.01,0.999188047340461,0.999138873302725,1.47084597837761
61.01,0.999924943064698,0.984802787670981,1.47035515521689
62.01,0.999994214302561,0.999987094007108,1.46943979368106
63.01,1.00000152977871,0.999990547954351,1.46543480190547
64.01,1.00000155336116,0.999993416199836,1.45442540204969
65.01,1.00000173264457,0.999992946275997,1.45363899329935
66.01,1.00000192992903,0.98391170283309,1.45398726462885
67.01,1.00000137974861,0.983809192784051,1.45060344172022
68.01,1.00000228429295,0.951831437299307,1.45048837814419
69.01,1.00000123973124,0.983627476389841,1.45229467680233
70.01,1.0000023454475,0.865129052228155,1.45094890955084
71.01,1.00000151068501,0.749178887442609,1.45149553071904
72.01,1.00000151521536,0.776734658419255,1.45083296758965
