"month","day","data","median","LB","UB"
5,4,19,19,19,19
5,11,7,8.17144616188028,0,19.8124812886638
5,18,9,8.52849907987549,0,19.8245907562153
5,25,5,8.42855126649813,0,19.9072867400183
6,1,15,7.40663891362903,0,18.4246889521812
6,8,0,6.18240578643905,0,17.0381892928837
6,15,11,5.0885884027809,0,15.4850779676587
6,22,2,4.01668778150312,0,15.0667950486389
6,29,0,3.20029917288938,0,13.9216585269199
7,6,3,2.47785798876512,0,13.5327556833454
7,13,NA,1.87229801236981,0,13.1622855064426
7,20,NA,1.8366720199368,0,13.1844174057039
7,27,NA,1.39007808725814,0,13.1166880083215
8,3,NA,1.15158611887759,0,12.7787177975387
