"month","day","data","median","LB","UB"
5,4,15,15,15,15
5,11,5,13.3952240530156,0,37.2180169229536
5,18,28,16.125187903565,0,39.1596646623618
5,25,17,18.2328745019923,0,41.3829617365791
6,1,20,20.1801328240052,0,42.8191505069842
6,8,5,20.8999216141638,0,43.6430215271272
6,15,33,20.3777971971956,0,43.4804039502452
6,22,17,18.9380368533389,0,41.7110006642276
6,29,23,17.3145186245571,0,40.6118772902637
7,6,12,15.6261171932773,0,40.3359965603344
7,13,NA,13.3698766048052,0,39.8111792929511
7,20,NA,12.1931361485569,0,41.0747500078662
7,27,NA,10.9997932870381,0,42.5459311118453
8,3,NA,9.49360683760525,0,43.1743641169794
