"month","day","data","median","LB","UB"
5,18,12,12,12,12
5,25,0,-9.72153668158654e-08,0,1.60999194851466e-06
6,1,0,-8.35486696992664e-08,0,1.59487160125304e-06
6,8,0,-6.81815909463123e-08,0,1.50168065159885e-06
6,15,0,-5.09308146680814e-08,0,1.67779283077814e-06
6,22,0,-3.617158345404e-08,0,1.67509821381231e-06
6,29,0,-2.36179641393809e-08,0,1.61342206769705e-06
7,6,0,-1.4090289563759e-08,0,1.62203276121543e-06
7,13,0,-1.89979171069047e-09,0,1.51522932203711e-06
7,20,NA,1.51686565419877e-08,0,1.63434523498707e-06
7,27,NA,2.99031652005455e-08,0,1.6685689924954e-06
8,3,NA,3.9201583656101e-08,0,1.66697698068063e-06
8,10,NA,5.09176603955497e-08,0,1.66419558501044e-06
