"month","day","data","median","LB","UB"
4,20,9,9,9,9
4,27,15,14.6737470527495,6.97774287480604,23.0657867641531
5,4,22,18.851840890049,10.9878143616615,26.6707851133327
5,11,16,20.6069256205223,12.9437958222134,28.0782188821939
5,18,17,19.8496261872768,12.0212043144867,27.5396531167868
5,25,23,17.8881075313576,10.5306366956717,25.3211056515376
6,1,16,15.0968552820962,7.75636706396101,22.3083966112327
6,8,12,12.2089332175087,4.9857845312378,19.4391396130424
6,15,10,9.57992605717378,2.06419289891614,17.1449189647127
6,22,5,7.43663641650245,0,15.2826610726024
6,29,NA,5.55901093639788,0,13.7095708626622
7,6,NA,4.22354525062874,0,12.7100805557971
7,13,NA,3.09726864450514,0,11.3217484508921
7,20,NA,2.35862138381855,0,10.4226125402125
