"month","day","data","median","LB","UB"
4,20,10,10,10,10
4,27,7,7.61701916083661,0,28.3251177826123
5,4,0,9.23410676436608,0,30.5801991839284
5,11,22,10.8134385726564,0,32.2183539723628
5,18,0,10.8087830922721,0,32.3010408966548
5,25,14,10.0127992120954,0,32.7810590397305
6,1,6,9.07258324558152,0,31.0245382980187
6,8,12,7.9958841673957,0,32.2787745397206
6,15,4,6.65184676739557,0,31.7625536264624
6,22,0,5.95210073567522,0,33.6189318519594
6,29,NA,5.29389992883794,0,33.6383948164921
7,6,NA,4.68762181871697,0,34.9720327994517
7,13,NA,4.40302019711337,0,35.7634233146614
7,20,NA,3.86586050419603,0,36.2621381349602
