"month","day","data","median","LB","UB"
4,20,9,9,9,9
4,27,15,15.0578198169739,7.27145157237135,22.6724852422564
5,4,22,19.0096484778102,11.2940094967521,26.4728656991435
5,11,16,19.9573731932509,12.4270243003813,27.6216572299054
5,18,17,19.0901630915594,11.2694911300492,27.7166342649728
5,25,23,19.7561112222504,11.4694304280224,30.0221995168608
6,1,16,17.2359572135314,8.81806746189514,28.3343032265872
6,8,12,13.0845418932066,5.51407062202038,24.2352957599084
6,15,10,9.63823577845865,2.23657057875148,19.6309926643174
6,22,5,6.85007403427201,0,16.1379517764964
6,29,NA,4.87778859146088,0,14.1949356401396
7,6,NA,3.60110422858352,0,12.341680103225
7,13,NA,2.56598128477985,0,11.2328702814102
7,20,NA,1.87969075311852,0,10.0049063491585
