"month","day","data","median","LB","UB"
4,20,2,2,2,2
4,27,0,2.77040942156329,0,17.2564028545179
5,4,4,4.01224529242358,0,18.6102968686584
5,11,1,5.05745087845688,0,19.8185789319386
5,18,0,6.11442580203487,0,20.4579170785129
5,25,17,6.30151119642907,0,20.796108152447
6,1,0,5.70414542349161,0,20.0699290608273
6,8,9,4.90722613598194,0,19.8607688818186
6,15,4,3.7657455920367,0,18.587983090471
6,22,0,3.18923369076132,0,18.7662913457152
6,29,NA,2.58982528290914,0,19.1899811923189
7,6,NA,2.14829187284988,0,20.4597748930106
7,13,NA,1.88426371605245,0,22.275510961239
7,20,NA,1.62948807577777,0,26.3144143427631
