"month","day","data","median","LB","UB"
4,20,2,2,2,2
4,27,0,12.0218342898843,0,49.7953856467639
5,4,34,16.5211105353155,0,54.2482231965604
5,11,6,19.6565203546801,0,57.9580487259294
5,18,31,20.6534445224901,0,56.4753692998369
5,25,18,19.2127358516775,0,55.6273126891709
6,1,0,17.4161461501661,0,53.5594791212723
6,8,24,14.804954452723,0,50.4715373285658
6,15,31,12.0991728214182,0,47.5980362738324
6,22,0,10.1529172395677,0,47.6767740993478
6,29,NA,9.12049151663938,0,47.1671625563005
7,6,NA,7.87884005655405,0,47.6246982859386
7,13,NA,6.46328208273418,0,49.6340353879259
7,20,NA,5.98823101987201,0,48.5702083720888
